UID	Basal	Hillock basal	Hillock squamous	Aberrant basal	Deuterosomal	Ciliated-TB	Ciliated-Bronch	Ciliated-axon	Club-TB	Club-nasal	Club-Bronch	Goblet	Goblet-nasal	Tuft	Ionocyte	PNEC	SMG Basal	SMG Duct	MEC	Mucous	Serous	Serous-nasal	RASC	AT1	AT2-AT1 int.	AT2	AT2-prolif	AdvFB	PBFB	SPFB	IntFB	AF	iALF	LipoFB1	SCMF	ADM	cADM	ASMC	VSMC	cVSMC	LSMC	Pericyte	Chondrocyte	PC-prog	Mesothelial	PAEC	PArEC	SAEC	PCEC	CAP1	CAP1-int	CAP2	CAP2-int	PVEC	SVEC	SVEC-act	LEC	LEC-cycling	CD4 T	Treg	CD8 T	T-prolif	iNKT	NK	ILC1	B-lineage	B	Plasma	AM	AM-lipid	MT+ AM	AM-prolif	IM	tMDM	iMON	pMON	cDC1	maDC	Langerhans	pDC	Neutrophil	Mast	HSC	Megakaryocyte	Erythrocyte	Schwann
LACTB2	1.275	1.244	0.5182	2.059	1.945	1.205	1.264	0.9918	0.8604	0.7251	0.6769	0.6257	1.137	1.455	1.597	0.3129	0.468	0.3779	0.7504	0.4917	0.1055	0.1591	1.312	1.18	2.063	1.352	2.209	1.122	0.4221	0.7033	0.1629	0.5609	0.2127	0.4298	0.1985	0.5535	0.3564	0.5109	0.4496	0.244	0.6495	0.4385	0.3634	0.1786	0.485	0.6098	0.5843	0.265	0.3603	0.6077	0.4284	0.7152	0.6339	0.5605	0.8345	0.532	1.061	0.8445	0.7183	0.794	0.8841	0.9168	0.4771	0.8439	0.7355	0.605	0.8366	0.1327	1.374	1.305	1.396	1.414	0.9502	0.4074	0.4465	0.6066	0.8066	0.2337	0.8391	0.7901	0.1572	0.463	0.9065	0.0	0.1022	0.5282
C1orf210	0.2239	0.3242	0.5228	0.6624	0.5583	0.6014	0.3972	0.1995	0.3402	0.6034	0.563	0.4024	0.9555	0.4063	0.5912	1.19	0.0	0.613	0.6863	0.419	0.2117	0.3553	0.431	0.7843	0.6618	0.7139	1.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CERS2	0.988	0.9477	0.6104	1.989	0.9298	1.097	1.327	0.981	0.902	0.9568	0.6721	0.6628	0.9555	1.217	1.85	1.643	0.468	0.6963	1.017	0.7872	0.1432	0.255	1.487	2.391	2.308	1.982	2.622	1.768	1.209	1.452	1.103	1.708	1.06	1.065	0.4298	1.528	1.061	1.137	0.9399	0.6538	1.371	1.225	1.188	0.4807	1.632	1.586	1.958	0.6244	1.29	1.575	1.316	1.786	1.447	1.367	1.498	1.333	2.037	1.551	1.139	1.009	1.359	1.365	0.6737	1.175	0.9777	0.5705	0.9666	0.08319	1.118	1.043	1.683	1.545	1.487	0.3853	1.308	1.122	1.261	0.7684	1.349	1.313	0.4031	1.532	2.192	2.869	0.3087	2.001
SULT1A1	0.6151	0.7197	0.2607	0.4399	1.586	1.85	1.796	1.148	0.6381	1.15	0.6864	0.699	0.667	1.016	0.3668	0.7146	0.2529	0.3898	0.6419	0.635	0.09842	0.3622	0.6469	2.404	1.477	1.614	2.454	1.871	1.726	1.085	1.085	1.878	1.217	1.283	0.3632	1.209	0.4457	0.1302	1.126	0.3751	1.101	1.231	0.423	0.2155	1.482	1.353	1.069	0.1648	0.4273	1.647	1.251	1.905	1.875	0.8868	0.03828	0.1258	0.1333	0.03618	0.1543	0.188	0.1561	0.1378	0.1585	0.04111	0.3325	0.0	0.02011	0.004839	1.249	1.001	1.024	0.6593	0.8183	0.4841	1.693	1.765	0.4993	0.2867	0.1804	0.2118	1.53	0.8911	1.723	1.394	0.07731	1.023
ERG28	1.209	1.649	2.213	1.943	2.451	2.389	2.303	1.099	1.124	1.662	1.884	1.047	2.028	1.314	3.661	2.575	0.468	0.871	1.085	1.237	0.2339	0.478	1.302	1.574	1.977	1.917	2.529	1.609	0.8965	1.097	0.3698	0.9746	0.5351	0.766	0.2308	1.126	0.8711	1.344	0.6661	0.281	0.9892	0.8223	1.451	0.3375	1.228	1.133	0.7983	0.2992	0.5223	0.6773	0.4765	0.9938	0.8206	0.6105	0.8983	0.6818	1.432	1.094	1.226	0.8857	1.346	1.545	0.4312	1.118	0.7355	0.5172	0.755	0.2663	0.3325	0.3119	0.4181	0.7312	0.3431	0.2791	0.04356	0.1543	0.4746	0.6319	1.018	0.7753	0.06495	0.8428	1.226	0.6874	0.3714	1.641
AC026471.3	0.0	0.005415	0.0	0.08638	0.174	0.06204	0.08414	0.03522	0.0159	0.0	0.0038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03473	0.0	0.0	0.004421	0.09778	0.1211	0.2602	0.2215	0.359	0.0	0.0	0.006506	0.009547	0.0	0.0	0.0	0.0	0.0	0.0	0.01356	0.0	0.0147	0.02292	0.05839	0.01113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02355	0.0	0.0	0.0	0.0	0.0	0.03618	0.02308	0.01814	0.0326	0.0	0.02079	0.0	0.01617	0.0	0.02011	0.0	0.0	0.0	0.003615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0522
SNHG16	2.978	3.237	2.956	2.612	2.563	2.162	2.482	1.612	2.092	2.63	1.586	1.602	2.315	2.354	1.879	1.4	1.636	1.675	2.409	1.955	0.5865	0.7257	2.563	2.484	3.126	2.664	3.319	2.332	2.01	2.851	1.016	2.038	2.166	1.566	0.6846	2.245	1.745	1.433	1.96	0.7796	1.887	1.673	2.918	1.204	3.045	1.893	1.582	0.7384	1.388	1.134	0.5457	0.8887	0.8377	1.509	2.907	1.935	1.868	1.521	2.188	2.48	1.93	2.048	1.409	1.496	1.941	1.502	1.885	0.1014	1.236	1.18	1.944	1.346	1.809	0.4883	2.257	2.325	2.016	1.405	1.466	1.989	0.569	1.07	3.217	1.501	0.9254	3.219
TMEM141	1.661	2.295	2.636	1.805	2.293	2.112	1.985	0.6448	1.339	2.373	1.897	1.112	2.708	1.849	2.895	2.658	0.6552	1.305	1.085	2.411	0.4101	0.7886	1.279	1.755	2.134	1.722	2.646	1.17	1.169	1.586	0.3845	1.317	0.7617	0.8143	0.1654	0.9908	0.731	1.355	1.015	0.2564	1.371	0.8357	0.9936	0.06203	1.604	1.266	1.362	0.1042	0.7008	1.356	0.6296	1.704	1.318	1.072	1.354	0.6111	1.995	1.276	0.9346	0.6618	1.084	1.404	0.1585	1.229	0.8482	0.5878	0.6812	0.1415	1.335	0.9912	1.976	1.744	1.27	0.05697	0.717	1.007	0.9252	1.393	1.487	1.876	0.1271	1.323	2.377	1.278	0.508	1.195
UQCR10	2.455	3.853	4.696	3.937	4.802	4.498	4.308	2.087	3.169	4.234	3.613	2.618	4.767	3.529	4.59	4.526	1.636	2.246	1.536	3.143	0.9066	2.084	2.896	3.639	4.088	3.544	4.447	3.098	2.896	3.661	1.844	3.002	2.164	2.486	0.5797	2.448	2.49	2.906	2.494	0.8953	3.115	2.536	3.221	0.5106	3.415	1.846	1.9	0.3127	1.147	1.908	0.9032	2.516	1.656	1.727	1.622	1.001	2.953	2.261	2.595	2.623	2.742	4.401	0.6997	3.012	2.338	2.792	2.49	0.5671	4.137	3.754	3.985	3.526	3.232	0.3123	2.539	2.907	3.189	2.895	3.769	2.996	0.9245	2.589	4.309	3.469	1.915	2.766
HMGCR	0.5731	0.6762	0.7977	1.663	1.84	1.841	2.372	2.041	0.7238	1.02	1.192	1.268	0.9726	1.328	2.493	1.4	0.468	0.5192	0.9272	0.643	0.06248	0.07337	1.45	1.658	2.152	1.449	2.45	0.2717	0.6787	0.6791	0.8507	0.8158	0.937	0.9973	0.7531	0.5788	0.7054	0.203	0.7042	0.7536	0.6495	0.7674	0.8828	1.049	0.881	0.6893	0.9492	0.7082	0.7644	0.7809	0.7904	0.5868	0.8852	0.4731	0.7505	0.8136	0.9766	1.128	1.501	0.9905	1.66	1.404	1.073	1.147	1.499	0.766	0.6034	0.04768	0.6802	0.741	0.6549	0.8112	0.9953	0.9459	1.32	0.9725	1.172	0.9435	1.513	0.9363	1.507	0.9919	1.411	0.4926	0.2205	1.919
FAM83H	1.073	1.417	1.072	1.549	1.024	1.219	1.032	0.9628	0.6686	1.448	0.8238	0.9028	1.27	1.173	0.5912	0.4695	0.2529	0.4361	0.7293	0.3226	0.07985	0.08594	0.9973	1.322	1.558	0.7954	1.342	0.01064	0.01136	0.07	0.04711	0.04158	0.0	0.0	0.0	0.037	0.0	0.0	0.01222	0.08601	0.04549	0.1791	0.0	0.0	0.8198	0.0	0.0	0.0	0.0	0.0	0.0	0.005923	0.0	0.0	0.0	0.0069	0.0	0.01216	0.01159	0.0	0.0	0.04074	0.02079	0.0	0.01617	0.0	0.02011	0.001615	0.06728	0.08246	0.1013	0.0971	0.1118	0.2105	0.06486	0.008544	0.01719	0.09213	0.05794	0.03753	0.0	0.0348	0.0	0.0	0.0	0.1984
PRELID3B	1.062	1.519	1.49	1.825	1.739	1.372	1.349	0.6078	1.056	1.469	1.046	0.7387	1.717	1.287	1.907	1.269	1.227	0.6331	0.7504	0.9051	0.1445	0.2513	1.256	1.445	2.137	1.253	2.235	0.6438	0.4558	0.6913	0.1456	0.48	0.2858	0.3374	0.1875	0.6402	0.7512	0.8947	0.5197	0.244	0.8741	0.5966	0.3013	0.04165	1.612	1.012	1.152	0.471	0.7514	0.9236	0.6681	0.9667	0.9364	0.7147	1.011	0.6688	1.383	1.035	1.313	1.444	1.366	2.073	0.6997	1.256	0.9611	1.474	1.498	0.1719	1.39	1.184	1.471	1.478	1.148	0.6451	0.825	0.9146	1.355	1.241	1.395	1.213	0.2156	1.228	2.164	1.783	0.6156	0.8118
NKX2-1-AS1	0.04542	0.04802	0.0	0.3261	0.03425	0.03849	0.06586	0.1295	0.0595	0.02208	0.0189	0.0216	0.02473	0.2459	0.0	0.1921	0.0	0.01535	0.03473	0.04902	0.0	0.004421	0.2869	0.2148	0.2132	0.1638	0.3888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01216	0.0	0.0	0.0	0.02051	0.0	0.0	0.0	0.0	0.0	0.001615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAPK13	1.38	1.638	1.656	1.748	0.7353	0.5982	0.3489	0.3129	0.8779	1.496	0.965	0.8107	1.478	1.301	1.988	1.713	0.9694	0.9167	0.1969	0.9828	0.2897	0.4459	1.023	1.281	1.654	1.374	1.693	0.171	0.1514	0.05124	0.1714	0.131	0.06186	0.06349	0.02482	0.09079	0.0	0.0	0.0	0.02924	0.02292	0.02364	0.0	0.1408	0.3179	0.005653	0.005752	0.03287	0.0	0.05614	0.03252	0.1031	0.04493	0.01986	0.009667	0.01377	0.1036	0.09453	0.6897	0.8355	0.763	1.012	0.4156	0.977	0.6239	0.5352	0.6557	0.1633	1.007	0.9433	1.756	1.274	1.242	1.14	0.03639	0.02548	0.1321	0.3626	0.7185	0.02513	1.53	0.0	1.05	0.1398	0.02623	0.175
MPST	2.431	2.739	2.514	1.961	1.112	1.083	0.7858	0.4807	1.601	2.745	1.728	1.158	2.418	1.948	2.809	1.018	1.446	1.292	1.017	1.718	0.6026	1.003	1.693	1.784	2.003	1.873	2.424	2.085	1.63	1.217	0.8347	1.631	1.009	1.244	0.3535	1.377	0.9342	1.344	0.8745	0.3051	1.035	0.7462	1.671	0.2336	1.66	0.8798	0.4849	0.1941	0.5315	0.6039	0.4203	0.9298	0.6694	0.8004	0.9595	0.6557	1.796	1.542	0.8074	0.2353	1.084	1.56	0.2317	1.202	0.9694	1.186	0.5211	0.2171	1.318	1.115	1.095	1.324	0.8947	0.2205	0.8821	0.5315	1.341	0.927	1.632	0.03753	0.428	0.8623	2.839	1.825	1.007	1.787
PNMA2	0.04542	0.01618	0.0	0.49	0.06771	0.1125	0.3639	0.3911	0.1997	0.007399	0.03756	0.07765	0.04904	0.06552	0.2834	0.6374	0.0	0.07516	0.1969	0.07291	0.01963	0.004421	0.3917	0.06685	0.5847	0.4825	0.9669	0.3741	0.307	0.7271	0.3771	0.4417	0.2596	0.2309	0.1654	0.7106	0.1743	0.0795	0.3568	0.244	0.1739	0.6956	0.0	0.04165	0.3471	0.0	0.01719	0.008289	0.01314	0.005714	0.0	0.01182	0.0	0.0	0.0	0.0069	0.03187	0.0	0.04581	0.01814	0.0	0.0	0.0615	0.0	0.01617	0.0	0.0	0.0	0.003276	0.0	0.0	0.0	0.005523	0.0	0.0	0.0	0.02571	0.06207	0.0	0.02513	0.0	0.0	0.0	0.0	0.0	0.2213
FRGCA	0.01149	0.01081	0.0	0.06762	0.01151	0.01456	0.0	0.0	0.02221	0.0	0.0038	0.01443	0.00829	0.03313	0.1008	0.06037	0.0	0.0	0.0	0.02472	0.0	0.0	0.02078	0.05169	0.08461	0.01873	0.2222	0.0	0.0	0.0	0.009547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008776	0.005714	0.005472	0.0	0.0	0.0	0.004841	0.0	0.0	0.0	0.0	0.0	0.0	0.02051	0.0	0.0	0.0	0.0	0.0	0.04611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07761
AL031666.1	0.1427	0.09449	0.08206	0.1141	0.444	0.2745	0.4369	0.278	0.08384	0.05816	0.1028	0.07076	0.09646	0.2174	0.1008	0.4843	0.2529	0.08247	0.0	0.02472	0.02263	0.05218	0.1955	0.1403	0.3312	0.366	0.5528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04826	0.0	0.0	0.0	0.03313	0.0	0.01221	0.2491	0.04538	0.02472	0.004395	0.03395	0.0	0.005923	0.0	0.04431	0.043	0.06095	0.05273	0.07147	0.0	0.0	0.0	0.02051	0.0	0.0	0.01617	0.1001	0.0	0.03827	0.0	0.005841	0.003615	0.0	0.005523	0.005799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1398	0.0	0.02634
ARMT1	0.3739	0.4246	0.5046	1.315	0.6569	0.4454	0.6359	0.4756	0.4449	0.8122	0.4025	0.4877	0.9978	1.096	0.7236	0.5836	0.0	0.1946	0.6419	0.1758	0.01813	0.06493	0.6245	1.241	1.52	1.178	1.705	0.5448	0.8211	0.5952	0.3698	0.6776	0.4099	0.6876	0.4016	0.7886	0.695	0.6389	0.756	0.516	0.8097	0.7029	0.9069	0.6652	0.3946	0.4197	0.2675	0.326	0.2829	0.3847	0.3955	0.3372	0.4494	0.4106	0.3244	0.4584	0.869	0.858	0.4034	0.5415	0.5655	1.002	0.3349	0.5626	0.3454	1.043	0.8022	0.02562	0.8912	0.8811	1.047	1.329	1.445	0.5291	0.6387	0.601	0.8456	0.6319	1.296	0.5341	0.2156	0.2574	0.8216	0.5933	0.1976	0.433
SLC25A1	1.199	1.517	1.383	1.299	1.419	1.275	0.9715	0.4705	0.8935	1.453	1.316	0.9259	1.74	1.096	1.49	0.4695	0.468	0.7246	0.8117	1.149	0.1959	0.4295	0.8714	1.189	1.293	0.9212	1.927	1.031	0.9741	1.097	0.5109	0.7917	0.5406	0.6933	0.3238	0.8314	0.7106	1.112	0.813	0.4952	1.22	0.92	0.8828	0.2865	0.9008	0.6356	0.6556	0.1648	0.3942	0.478	0.3787	0.5748	0.6241	0.4587	0.6209	0.4533	1.067	0.9557	0.6157	0.5162	0.7136	1.412	0.04129	0.9557	0.5701	0.6716	0.9246	0.07554	1.3	1.214	0.9899	1.566	0.8339	0.4161	0.699	0.8637	0.7716	0.8052	1.032	0.5076	0.1271	0.7091	1.075	0.1398	0.1022	1.036
PNKD	2.294	2.856	2.406	2.164	2.76	2.952	2.904	1.671	1.903	3.022	2.135	1.862	2.902	2.321	3.198	2.804	0.6552	1.636	2.133	2.352	0.5433	0.89	2.119	2.54	2.689	2.301	2.995	2.278	1.873	1.93	0.997	1.78	1.169	1.431	0.4665	1.903	1.673	2.298	1.648	1.017	2.395	1.849	2.471	1.523	1.746	1.882	1.404	0.5526	1.153	1.613	1.218	2.302	1.814	1.525	1.703	1.237	2.21	1.655	1.715	1.303	1.808	2.612	0.6202	2.063	1.583	1.682	1.783	0.1444	1.541	1.374	2.268	1.765	1.897	1.132	1.914	2.034	1.217	2.14	1.837	0.8892	0.428	1.715	2.836	3.429	0.5806	2.25
PLA2G3	0.005756	0.06368	0.1124	0.02937	0.1112	0.0667	0.038	0.05595	0.04098	0.05101	0.1787	0.04287	0.09646	0.03313	0.1008	0.0	0.0	0.01535	0.0	0.02472	0.02711	0.05218	0.04127	0.0157	0.08461	0.1434	0.3044	0.0	0.01136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01221	0.005653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMGCS1	1.692	1.457	2.025	2.824	2.678	2.524	3.209	2.856	1.625	1.883	2.226	2.247	1.767	2.334	3.917	1.278	1.341	1.911	2.068	1.838	0.5824	0.3828	2.239	2.069	3.063	2.635	3.539	0.5521	0.7139	1.256	0.7461	0.9475	0.9937	0.7329	0.8604	1.037	0.7955	0.5944	0.806	0.9345	0.783	0.7744	2.17	2.403	1.994	1.559	1.698	1.493	1.343	1.144	1.432	1.181	1.673	1.434	1.519	1.632	1.151	1.388	3.207	1.856	3.35	2.775	2.672	2.098	2.564	0.9782	2.031	0.3612	0.7046	1.03	0.6011	0.7264	1.204	1.498	1.08	1.545	1.705	3.239	1.72	1.458	0.9591	2.251	1.487	0.5933	0.1743	2.857
SLC29A2	0.409	0.4001	0.2444	0.4178	0.2341	0.2043	0.2185	0.3186	0.1487	0.3765	0.2348	0.2277	0.2158	0.3283	0.5912	0.2277	0.0	0.1396	0.2272	0.2511	0.01963	0.03931	0.2345	0.307	0.5309	0.3001	0.6213	0.0	0.01136	0.0	0.0	0.0	0.0	0.0	0.03707	0.0	0.008399	0.02699	0.09495	0.07202	0.1218	0.0469	0.0	0.02097	0.0	0.0	0.0	0.01653	0.004395	0.0	0.01092	0.005923	0.0	0.0	0.02405	0.0	0.05273	0.08304	0.1648	0.1056	0.08016	0.1189	0.1771	0.0207	0.0791	0.0	0.2071	0.01287	0.01306	0.008752	0.003615	0.012	0.03283	0.03445	0.0	0.008544	0.01719	0.0	0.0	0.03753	0.0	0.0	0.2369	0.0	0.02623	0.02634
TP53I11	1.002	1.112	1.057	1.678	0.7764	1.029	1.057	0.7418	0.7563	1.25	0.7802	0.8715	1.634	1.38	1.665	0.7395	0.6552	0.8239	0.2272	0.6978	0.1069	0.1671	1.407	1.161	1.788	1.133	1.642	0.4851	0.3789	0.866	0.03781	0.4103	0.4393	0.1328	0.3337	0.5662	0.6635	0.7962	0.9902	0.727	1.555	0.2709	0.0	0.1215	0.237	1.401	0.7614	0.477	0.9513	0.4944	0.4325	0.6712	0.2886	0.174	0.6613	0.3594	1.281	1.628	0.1648	0.1224	0.1561	0.09977	0.0615	0.0	0.1394	0.1937	0.9246	0.0	0.7848	0.8635	1.303	1.121	0.8524	0.5291	0.1799	0.09131	0.171	0.4348	0.219	1.431	0.9069	0.1504	0.1925	0.2672	0.0	0.244
ACAT2	1.398	1.999	2.564	1.369	1.133	1.873	1.655	0.7029	0.9207	1.697	2.422	1.033	1.965	1.231	3.221	1.344	0.468	0.961	1.342	1.008	0.1745	0.2734	1.118	0.9944	1.641	1.459	2.328	1.189	0.8146	0.7622	0.5309	0.8746	0.6453	0.5862	0.4205	1.028	0.7611	0.9165	1.092	0.2564	0.8422	0.849	1.371	0.943	1.315	0.6172	0.4849	0.471	0.6143	0.4657	0.3184	0.5748	0.5533	0.5503	0.6977	0.6688	0.6808	0.5844	1.715	1.56	1.799	3.0	1.302	1.696	1.391	1.69	1.347	0.09534	1.151	1.012	1.205	1.652	1.135	1.014	1.034	1.011	1.527	1.754	1.773	0.9363	0.5002	0.823	2.031	0.8591	0.4315	1.947
AL353150.1	0.005756	0.005415	0.0	0.194	0.02293	0.004868	0.0286	0.03522	0.003194	0.0	0.0038	0.0	0.01653	0.06552	0.0	0.0	0.0	0.0	0.0	0.02472	0.0	0.004421	0.114	0.2011	0.2994	0.1604	0.2835	0.1228	0.05592	0.08852	0.05636	0.04158	0.007879	0.009243	0.0	0.0	0.0	0.01356	0.0	0.0147	0.0	0.0	0.0	0.0	0.01221	0.005653	0.005752	0.008289	0.0	0.0	0.0	0.0	0.0	0.004991	0.0	0.0	0.0	0.01216	0.0	0.01814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02156	0.012	0.005523	0.0	0.0	0.0	0.03417	0.0	0.08607	0.0	0.0	0.0	0.0	0.0	0.0	0.02634
ODC1	2.617	3.229	2.868	2.283	2.495	1.834	1.667	1.498	1.109	2.609	1.853	1.719	1.582	2.287	2.295	1.352	0.9694	1.393	1.474	3.983	0.3362	0.6086	2.035	2.181	3.257	2.553	3.198	1.276	1.053	1.136	0.7346	1.127	1.176	0.9548	0.8325	1.634	1.41	1.888	1.26	0.9189	1.963	0.6355	1.628	0.768	3.371	1.355	0.882	0.8671	1.586	0.5541	0.2601	0.5669	0.5112	1.362	2.032	1.641	2.512	2.385	3.128	2.219	2.948	3.103	1.8	1.575	2.296	3.058	2.954	0.9993	1.509	1.239	1.29	1.316	1.039	0.5649	0.708	1.364	1.076	0.9599	1.707	3.336	0.09636	2.32	3.437	4.609	1.346	2.091
PRSS16	0.1634	0.2255	0.3602	0.49	0.05665	0.04323	0.04735	0.04217	0.2914	0.245	0.1584	0.1513	0.2857	0.3548	0.4455	0.09927	0.468	0.4131	0.397	0.3716	0.08845	0.1472	0.2668	0.3735	0.4806	0.2692	0.576	0.0	0.0	0.006506	0.0	0.0	0.0	0.0	0.01246	0.01862	0.0	0.02699	0.0	0.0	0.0	0.0	0.0	0.0	0.1622	0.0	0.0	0.0	0.0	0.0	0.0	0.005923	0.0	0.0	0.0	0.0	0.0	0.0	0.04581	0.01814	0.06448	0.04074	0.0	0.0	0.03216	0.1001	0.0	0.1253	0.006544	0.002923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NOXO1	0.02855	0.02687	0.1998	0.159	0.427	0.449	0.4118	0.2423	0.07172	0.1613	0.2185	0.125	0.6082	0.1282	0.0	0.09927	0.0	0.5138	0.06865	0.3522	0.08702	0.2363	0.03787	0.1355	0.2602	0.1349	0.5557	0.0	0.0	0.01298	0.0	0.0	0.0	0.0	0.0	0.0	0.008399	0.0	0.0	0.0	0.0	0.0	0.0	0.02097	0.0	0.0	0.005752	0.008289	0.0	0.0	0.0	0.005923	0.005062	0.0	0.0	0.0	0.0	0.01216	0.0902	0.01814	0.0	0.0	0.0	0.0	0.0	0.0	0.03993	0.0	0.003276	0.0	0.0	0.0	0.0	0.005799	0.0	0.0	0.00862	0.0	0.01471	0.0	0.0	0.0	0.02552	0.0	0.0	0.02634
METTL26	1.663	2.232	1.975	2.269	2.541	2.273	2.313	0.8407	1.357	1.958	1.239	0.971	2.013	1.722	2.185	2.585	1.104	1.238	1.607	1.886	0.6739	1.076	1.566	1.734	2.326	1.532	2.608	2.057	1.949	2.228	0.47	1.536	1.048	1.061	0.2832	1.728	1.278	2.198	1.551	0.5467	2.375	1.469	1.83	0.3706	2.393	1.588	1.346	0.2788	0.8228	1.23	0.7289	1.675	1.352	1.373	1.763	0.9451	2.181	1.576	1.623	1.684	1.765	2.618	0.5504	1.575	1.44	1.455	1.105	0.2541	1.704	1.452	2.069	1.963	1.391	0.101	1.055	1.278	1.625	1.2	2.037	1.168	0.06495	1.58	3.041	1.394	0.3714	2.04
MFSD13A	0.1479	0.1296	0.05105	0.3182	0.1004	0.02418	0.009595	0.0	0.1048	0.1546	0.06328	0.1382	0.2925	0.1282	0.4455	0.3933	0.0	0.06044	0.03473	0.04902	0.01211	0.0	0.2726	0.4792	0.6668	0.5026	0.9064	0.08298	0.05592	0.1249	0.08373	0.04158	0.06186	0.1158	0.08506	0.2724	0.2039	0.05348	0.129	0.09986	0.2243	0.1145	0.0	0.02097	0.07177	0.2443	0.1162	0.1042	0.1778	0.1775	0.1309	0.2198	0.1809	0.1652	0.1605	0.1695	0.2996	0.2151	0.04581	0.2811	0.06448	0.2636	0.1396	0.3336	0.1541	0.3028	0.2418	0.006449	0.645	0.66	0.9227	0.7905	0.7475	0.6075	0.2986	0.2725	0.2385	0.1787	0.3753	0.09799	0.4766	0.2276	0.301	0.0	0.0	0.2662
GDE1	1.936	2.175	2.091	2.78	2.319	2.026	2.471	2.372	1.463	2.39	1.549	1.907	2.305	2.231	2.7	1.662	1.341	1.235	0.8316	1.258	0.2519	0.3963	1.643	1.612	2.24	1.611	2.284	1.222	0.9565	1.247	0.5176	0.7671	0.6703	0.7217	0.4845	1.28	1.488	1.074	0.9271	0.516	1.149	0.9573	1.519	0.3542	1.451	0.5218	0.5996	0.416	0.4976	0.6152	0.5495	0.8951	0.75	0.5017	0.5465	0.4584	0.6051	0.5177	1.363	0.9247	1.397	1.204	0.6868	1.059	1.081	1.092	0.8366	0.05547	1.885	1.824	1.69	1.768	1.549	1.249	1.034	1.098	1.076	0.4111	1.003	1.026	0.9245	0.762	1.814	1.783	0.9801	1.38
SLC39A4	1.048	1.388	1.142	1.451	0.9176	1.02	1.073	0.5111	0.6483	1.049	0.6625	0.4079	1.17	0.9992	1.632	0.9132	0.468	0.5353	0.3426	0.9117	0.1196	0.2363	0.6951	1.079	1.273	0.8329	1.411	0.3066	0.4723	0.5108	0.3623	0.6842	0.1712	0.409	0.01246	0.1927	0.06586	0.203	0.3472	0.04364	0.6347	0.4385	0.6816	0.08213	0.4131	0.1758	0.31	0.05705	0.1304	0.2467	0.1508	0.3879	0.2507	0.1696	0.4504	0.1509	0.2188	0.1284	0.4552	0.4103	0.3625	0.6664	0.1011	0.3663	0.3833	0.3442	0.4339	0.1312	0.4085	0.3213	0.5525	0.3947	0.5079	0.01733	0.256	0.3282	0.5295	0.5257	0.7971	0.7753	0.09636	1.236	1.807	2.157	0.2431	0.352
